id,name,Description,Quantity,ImageURLs,Category,Inventorization,quantityAvailable,Ед. Изм.,Состояние ,Комментарии От Нечаева ,Комментарии кладовщика ,Ответ проектного отдела 
334,Мусорный бак на колесах,"Бак на 240 литров, с крышкой , материал:пластик",7,https://imgur.com/ajXOaF8,Аренда/Доп.оборудование,,7,шт.,Рабочее,,,
335,Мыльница сборная настенная,"Крепится к стене путем сверления, материал: пластик",4,https://imgur.com/4FDtK5L,Аренда/Доп.оборудование,,4,шт.,Рабочее,,,
336,Мыльные пузыри,Тонкая многослойная пленка мыльной воды в виде сферы с переливчатой поверхностью,2,https://imgur.com/yFFXhI0,Аренда/Аттракционы,,2,шт.,Рабочее,,,
337,Мышеловки,Капкан для ловли мышей ,23,https://imgur.com/DZar6L7,Аренда/Доп.оборудование,,23,шт.,Рабочее,,Оставлять или утиль?,
338,Мяч радиоуправляемый,"Беспроводной робо шар для гольфа, управление через приложение,материал:пластик.Комлектация: шар,подставка,зарядка USB,коробка",2,https://imgur.com/ooD6eXr,Аренда/Доп.оборудование,,2,компл.,Неизвестно,,,
339,Мячи теннисные,"Для игры в тенис , материал:пластик.Ракетки для игры отдельная позиция",6,https://imgur.com/Mwfof0d,Аренда/Доп.оборудование,,6,компл.,Рабочее,,,
340,Мячи теннисные,"Для игры большого тениса, материал:2резиновые полусферы сшитые между собой и обтянутые ворсистой тканью.Ракетки отдельная позиция",7,https://imgur.com/5vouxQL,Аренда/Доп.оборудование,,7,компл.,Рабочее,,,
341,Мячики волейбольные,Для игры в волейбол( перед игрой нужно подкачать для упругости) насоса в комплекте нет.,2,https://imgur.com/lFPbeSo,Аренда/Аттракционы,,2,шт.,Имеются повреждения,,,
342,Мячики для пинг понга,"Разноцветные,материал:пластик",48,https://imgur.com/bANpUH9,Аренда/Доп.оборудование,,48,компл.,Рабочее,,,
343,Мячики игровые,"Разноцветные , могут быть в комплекте для сухого бассейна",150,https://imgur.com/nTohyXe,Аренда/Доп.оборудование,,150,компл.,Рабочее,,,
344,Мячики футбольные,Для игры в футбол (перед игрой нужно подкачать для упругости),3,https://imgur.com/QCuGAWt,Аренда/Аттракционы,,3,шт.,Имеются повреждения,,,
345,Набор бит и сверл DeWalt,"В комплектацию входят: сверла по дереву,сверла по бетону, биты,торцевые головки.Содержимое хранится в желтом футляре",1,https://imgur.com/gi00i83,Расходники/Строительные,,1,компл.,Рабочее,,,
346,Набор головок,Торцевые головки с трещеткой,3,https://imgur.com/Yb00Bui,Расходники/Строительные,,3,компл.,Рабочее,,,
347,Набор детский больших пазлов,Мягкие для игры и декораций на мероприятиях( в комрлекте 16шт.),16,https://imgur.com/vJz1clI,Аренда/Декор ,,16,компл.,Имеются повреждения,,,
348,Набор для открытия,"В  набор входит: подушка, ножницы(отдельно входит 2 золотых столбика)",3,https://imgur.com/JOBkOoq,Аренда/Декор ,,3,набор,Рабочее,,,
349,Набор инструментов 18 предметов,"Предназначен для работы под большими нагрузками  подходит для стромтельной площадки,комплектация:трещетка,торцевые головки,удлинитель для головок, кейс для хранения",1,https://imgur.com/41VwEhL,Расходники/Строительные,,1,набор,Рабочее,,,
350,"Набор костюмов ""Супергерои""","Что входит: маски на лицо пластик, парики,плащ супергерой",15,https://imgur.com/mBOPyNp,Аренда/Доп.оборудование,,15,компл.,Рабочее,,,
351,Набор косца Косарь,"Комплектация: картонная коробка,коса,металлическое косовище,ручка",2,https://imgur.com/sv93gxr,Инструменты/Ручной инструмент,,2,компл.,Рабочее,,,
352,Навесная тумба,"Материал:ЛДСП , размер 100см высота, 54см ширина, 34см глубина",1,https://imgur.com/14uLJN5,Аренда/Мебель,,1,шт.,Рабочее,,,
353,Надувная арка ,Для оформления мероприятий клиента Сингента,1,https://imgur.com/Wsb23UM,Клиентское оборудование на временное хранение/Сингента,,1,шт.,,,Оставлять или утиль?,
354,Надувной дартс,"Интерактивная игра,Комплектация:",1,https://imgur.com/b8UcVsA,Аренда/Аттракционы,,1,компл.,Рабочее,,,
355,Костюм снеговика,Рождественский снеговик полный комплект,1,https://imgur.com/bjSP7YG,Аренда/Декор ,,1,компл.,Рабочее,,,
356,Надувной столб красный,"Предназначен для рекламы и оформления, комплектация:столб в собранном виде , чехол",1,https://imgur.com/DbZngNq,Аренда/Декор ,,1,компл.,,,Оставлять или утиль?,
357,Надувной столб синий,"Предназначен для рекламы и оформления, комплектация:столб в собранном виде , чехол",1,https://imgur.com/w0xPrTP,Аренда/Декор ,,1,компл.,,,,
358,Накидка ,"Карнавальная  черная на завязках, материал:велюр",1,https://imgur.com/1Pvb9Ib,Текстиль/Форма менеджеров,,1,шт.,Рабочее,,,
359,Накидка ,Для новогодних мероприятий на липучках по краям отделка искуственным мехом,1,https://imgur.com/2nRAxpB,Текстиль/Форма менеджеров,,1,шт.,Рабочее,,,
360,Налобный фонарь Трофи,"Работает  от аккумулятора(в комплект не входит) с яркими белыми светодиодами с двумя режимами работы, крепление на голове; мягкий ремешок с регулировкой размера",2,https://imgur.com/OQZNQ12,Инструменты/Аккумуляторный инструмент,,2,шт.,Имеются повреждения,,,
361,Напильник с деревянной ручкой,Выполняет шлифовку металлических изделий,1,https://imgur.com/Gqqrx20,Инструменты/Ручной инструмент,,1,шт.,Рабочее,,,
362,Напильник с резиновой ручкой,Выполняет шлифовку металлических изделий,1,https://imgur.com/DqcEkXR,Инструменты/Ручной инструмент,,1,шт.,Рабочее,,,
363,Наполнитель бумажный,"Тонкие бумажные полоски, которые используются для декора и заполнения пустого пространства в подарочныхкоробках защищая хрупкие детали",1,https://imgur.com/eNIX3BA,Расходники/упаковочный материал,,1,шт.,Рабочее,,,
364,Наполнитель бумажный,"Тонкие бумажные полоски, которые используются для декора и заполнения пустого пространства в подарочныхкоробках защищая хрупкие детали",29,https://imgur.com/kj7gyEq,Расходники/упаковочный материал,,29,шт.,Рабочее,,,
365,Напольный кондиционер,"Мощный кондиционр для больших помещений, комплектация:пульт,говра для вывода охлаждающей жидкости",3,https://imgur.com/57qiLsa,Аренда/Доп.оборудование,,3,компл.,Рабочее,,,
366,Направляющие для трековых светильников,Для точечного освещения помещений,12,https://imgur.com/GH7mDec,Аренда/Техника и освещение,,12,компл.,Рабочее,ПРОДАТЬ!,,
367,Насадка газовой горелки ,"Для удаления старой покраски, плавление изделий из стекла и пластика",2,https://imgur.com/I7Lsu5Q,Инструменты/Ручной инструмент,,2,шт.,Рабочее,,,
368,Насос для воздушных шариков на два сопла,Для надувания воздушных шаров,1,https://imgur.com/bZ41n68,Инструменты/Ручной инструмент,,1,шт.,Рабочее,,,
369,Насос для шаров ручной,Для надувания воздушных шаров,1,https://imgur.com/Qy6RiIh,Инструменты/Ручной инструмент,,1,шт.,Рабочее,,,
370,Насос электрический ,"Для надува арок и батутов больших уличных изделий, работает от сети",1,https://imgur.com/1J72jKO,Инструменты/Электроинструмент,,1,шт.,Рабочее,,,
371,Наушники защитные Политех,Предназначены для использования в условиях с высоким уровнем шума,15,https://imgur.com/NWe6scl,Аренда/Аксессуары,,15,шт.,Рабочее,,,
373,Ножницы,Для резки бумаги и других тонких предметов,4,https://imgur.com/Nra08AU,Инструменты/Ручной инструмент,,4,шт.,Рабочее,,,
374,Номерки для одежды,Использование номерков обеспечивает выдачу верхней одежды посетителей без путаницы и ошибок,80,https://imgur.com/QwyTjiU,Аренда/Бытовой,,80,шт.,Рабочее,,,
375,Номерок на стол,"Материал: дерево, это важный элемент навигации, предназначенный для удобства гостей",91,https://imgur.com/Dg99pFQ,Аренда/Декор ,,91,шт.,Рабочее,,,
376,Номерки тейбл тент ,"Материал: пластик это важный элемент навигации, предназначенный для удобства гостей",10,https://imgur.com/3uIDi8t,Аренда/Декор ,,10,шт.,Рабочее,,,
377,Номерок на стол с подставкой,"Материал: номерок пластик, подставка деревянная это важный элемент навигации, предназначенный для удобства гостей",26,https://imgur.com/khx4RTf,Аренда/Декор ,,26,шт.,Рабочее,,,
378,Носок декоративный ,Предназначен для новогодних подарков или декора,1,https://imgur.com/06zBDys,Аренда/Декор ,,1,шт.,Рабочее,,,
379,Ноутбук ,"Для хранения информации , комплектация:ноутбук, шнур с блоком питания от сети,транспортировочная коробка. Может идти в комплекте с принтером электронной регистрации",3,https://imgur.com/NlQZvlK,Аренда/Оргтехника,,3,компл.,Рабочее,,,
380,Номерок на стол,"Материал: пластик окрашеный в золотой цвет это важный элемент навигации, предназначенный для удобства гостей",10,https://imgur.com/atHBwIw,Аренда/Декор ,,10,шт.,Рабочее,,,
381,Обруч детский ,"Материал: пластик,  предназначен для детских развлечений и игр",3,https://imgur.com/4i0pFM7,Аренда/Аттракционы,,3,,,,,
382,Овощи набор,Мтериал:пластик,1,https://imgur.com/UrhZd2r,Аренда/Декор ,,1,,,,,
383,Огнетушитель большой,"Воздушно-пенный ,предназначен для оперативного тушения твердых и жидких горючих материалов",4,https://imgur.com/iampRyW,Аренда/Доп.оборудование,,4,,,,,
384,Огнетушитель маленький,"Воздушно-пенный ,предназначен для оперативного тушения твердых и жидких горючих материалов",6,https://imgur.com/DgC8ZMV,Аренда/Доп.оборудование,,6,,,,,
385,Огнетушитель средний,"Воздушно-пенный ,предназначен для оперативного тушения твердых и жидких горючих материалов",7,https://imgur.com/9zTc7NB,Аренда/Доп.оборудование,,7,,,,,
386,Олень с гирляндой,Инсалляция светящаяся олень.Материал:металл,1,https://imgur.com/OKaq5cr,Аренда/Доп.оборудование,,1,компл.,Рабочее,,,
387,Диспенсер,Предназначен для автомотической ароматизации воздуха.В комплект не входит сменный балон и батарейки АА,1,https://imgur.com/i1ne6Vx,Аренда/Доп.оборудование,,1,,,,,
388,Основание баскетбольного кольцы,"Материал:металл,на него крепится баскетбольное кольцо для игры",1,https://imgur.com/YCxKZsH,Аренда/Доп.оборудование,,1,,,,,
389,Основание Г-образного флагштока,"Материал:металл, предназначено для более жесткого крепления флагштока",10,https://imgur.com/sMEoB7R,Аренда/Доп.оборудование,,10,,,,,
393,Отвертка крестообразная DEXTER,Предназначена для ручного вкручивания саморезов,3,https://imgur.com/f2pkkPm,Инструменты/Ручной инструмент,,3,шт.,Рабочее,,,
394,Отпариватель POLARIS,"Вертикальный для удаления стойких складок и бережного отпаривания всех видов ткани.Комплектация:резервуар для воды ,фиксатор для брюк,плечики,регулируемая телескопическая стойка.Цвет белый",1,https://imgur.com/LyIoL8J,Аренда/Доп.оборудование,,1,компл.,Неизвестно,,,
395,Отпариватель TEFAL,"Вертикальный для удаления стойких складок и бережного отпаривания всех видов ткани.Комплектация:резервуар для воды ,фиксатор для брюк,плечики,регулируемая телескопическая стойка.Цвет черный",1,https://imgur.com/tl8LJhx,Аренда/Доп.оборудование,,1,компл.,Рабочее,,,
396,Очки доллар,Матнриал:пластик,1,https://imgur.com/Mu12wOj,Аренда/Декор ,,1,шт.,Рабочее,,,
397,Коврик пазл,"Мягкий коврик , состоит из 16 отдельных плиток , размер 61/61",16,https://imgur.com/PlVEIx3,Аренда/Декор ,,16,компл.,Рабочее,,,
398,Пакет 105*150 с замком зип-лок,"Герметичные от пыли , влаги и воздуха",150,https://imgur.com/jZU8K7D,Расходники/упаковочный материал,,150,шт.,Рабочее,,,
399,Пакеты с замком зип-лок,"Герметичные от пыли , влаги и воздуха",50,https://imgur.com/8oRzef1,Расходники/упаковочный материал,,50,шт.,Рабочее,,,
400,Пакеты подарочные,Материал:плотная бумага,4,https://imgur.com/yarSpAy,Расходники/упаковочный материал,,4,шт.,Рабочее,,,
401,Палки деревянные круглые,"Материал:дерево , предназначены для игр в комбинации",8,https://imgur.com/eteHM3z,Аренда/Доп.оборудование,,8,компл.,Рабочее,,,
402,Палочки в боксе(городки),"Материал:дерево , предназначены для игр в комбинации",38,https://imgur.com/7vKtY5z,Аренда/Доп.оборудование,,38,компл.,Рабочее,,,
404,Панели декоративные,"Предназначены для оклеивания стен с треугольными гранями,Материал:пластик ,размер:30/30",259,https://imgur.com/rF7wZfr,Аренда/Декор ,,259,шт.,Рабочее,,,
405,Папки с кнопкой,Для хранения документов,,https://imgur.com/TEAGVF6,Расходники/Бытовой,,,шт.,Рабочее,,,
406,Парковочный столбик,"Предназначен для формирования временных и сигнальных ограждений, столбик оснащен тремя горизонтальными полосами из светоотражающей пленки. Материал: пластик",40,https://imgur.com/ik0AjSG,Аренда/Доп.оборудование,,40,шт.,Рабочее,,,
407,Дорожный конус,"Сигнальный конус(с утяжелителем),предназначен для применения в качестве временного направляющего устройства переносного типа с двумя светоотражающими полосами.Материал:пластик",13,https://imgur.com/hdGliaQ,Аренда/Доп.оборудование,,13,шт.,Рабочее,,,
408,Пассатижи,,2,https://imgur.com/cuiF5wO,Инструменты/Ручной инструмент,,2,шт.,Рабочее,,,
409,Навигации,Предназначены для того чтобы помочь добраться до места назначения удобным способом.Материал:ПВХ,5,https://imgur.com/UYJbhXq,Полиграфия/ПВХ,,5,шт.,Имеются повреждения,,,
410,Пепельница ,Материал:нержавеющая сталь,2,https://imgur.com/euz8CIi,Аренда/Доп.оборудование,,2,шт.,Рабочее,,,
411,Урна-пепельница,"Материал:нержавеющая сталь с хромированным покрытием,может быть установлена как внутри помещения,так и во внешнем пространстве.Верхняя крышка с отверстием для окурков.",4,https://imgur.com/Sul7Cnq,Аренда/Доп.оборудование,,4,шт.,Рабочее,,,
412,Пепельница ,Материал:прозрачное стекло,2,https://imgur.com/dJZnZnQ,Аренда/Доп.оборудование,,2,шт.,Рабочее,,,
413,Перемычка полиуретановая для Г-образных флагштоков,Материал; пластик,8,https://imgur.com/krDRjVz,Расходники/Строительные,,8,шт.,Рабочее,,,
414,Переноска ,Удлиннитель 100метров с 4мя розетками,1,https://imgur.com/QR1ax6s,Техника и освещение/Прочее,,1,шт.,Рабочее,,,
415,Переноска ,Удлиннитель 25 метров,1,https://imgur.com/zA56m7c,Техника и освещение/Прочее,,1,шт.,Рабочее,,,
416,"Перчатки боксерские LECO, черные",Предназначены для занятий по боксу и для тренировок ударов.Материал:износостойккая искусственная кожа с наполнителем из формированной пены высокой плотности ,1,https://imgur.com/P1OmQ51,Аренда/Аксессуары,,1,пара.,Имеются повреждения,,,
417,Жакет,Мужской размер XL,1,https://imgur.com/LW1dsyA,Текстиль/Форма менеджеров,,1,шт.,Рабочее,,,
418,Планшеты офисные,"С металлическими креплениями, используется для работы с документами,формат А4.Материал:жесткий полипропилен,металлический прижим обеспечивает плотное прилегание документов",11,https://imgur.com/cCZASfK,Аренда/Доп.оборудование,,11,шт.,Рабочее,,,
419,Планшеты huawei,"Комплектация: планшет,коробка",2,https://imgur.com/FDXs58P,Техника и освещение/Оргтехника,,2,шт.,Рабочее,,,
420,Игрушечный пистолет,Материал:пластик,5,https://imgur.com/GIsDRX2,Аренда/Аттракционы,,5,шт.,Рабочее,,,
421,Контейнеры,"С крышкой для хранения,материал:пластик",9,https://imgur.com/lPBi44o,Аренда/Доп.оборудование,,9,шт.,Рабочее,,,
422,Платье оранжевое  длинное,"С коротким рукавом,материал:хлопок",2,https://imgur.com/f8cwVnk,Текстиль/Форма менеджеров,,2,шт.,Рабочее,,,
423,Пледы,Материал:синтетика,38,https://imgur.com/ev0gFjV,Текстиль/Пледы,,38,шт.,Рабочее,,,
424,"Пленка воздушно-пузырьковая 2-х слойная рулон 1,2*100м(Basic)(35гр/м2)","Упаковочный материал,который используют для защиты оборудования при складском хранении и перевозки",6,https://imgur.com/fasGh8B,Расходники/упаковочный материал,,6,рулон,Рабочее,,,
425,Пленка для защиты поверхностей пола,Предназначена при проведении черновых строительных работ.Размер:6/3 (100МНМ),1,https://imgur.com/D7Ihnr5,Расходники/Строительные,,1,шт.,Рабочее,,,
426,Пленка упаковочная прозрачная,Дляупаковки подарков,3,https://imgur.com/dvlk1t1,Расходники/упаковочный материал,,3,рулон,Рабочее,,,
427,Пленка укрывная,Используется от внешних повреждений,3,https://imgur.com/y0MHmte,Расходники/упаковочный материал,,3,рулон,Рабочее,,,
428,Пленка упаковочная,Цветная для упаковки подарков,4,https://imgur.com/QzoYdKs,Расходники/упаковочный материал,,4,рулон,Рабочее,,,
429,Плитка,Плитка уличная для декора,18,https://imgur.com/rT9booQ,Расходники/Строительные,,18,шт.,Имеются повреждения,,,
430,Тенисные ракетки,"Для пляжного тениса с узором.Комплектация:ракетки 2шт, чехол сетчатый для хранения и переноса,материал;дерево(мяч в комплект не входит)",1,https://imgur.com/fsxiwTN,Аренда/Аттракционы,,1,компл.,Рабочее,,,
431,Коробки новогодние,Предназначены для декора.Материал:картон обтянутый блестящей пленкой,6,https://imgur.com/Vx4xJHh,Аренда/Декор ,,6,компл.,Рабочее,,,
432,Подзорная труба игрушка,Материал:пластик,1,https://imgur.com/ZLaZ094,Аренда/Аттракционы,,1,шт.,Рабочее,,,
433,Поднос,Может использоваться как доска для чайных церемоний,1,https://imgur.com/sN7KpS2,Аренда/Декор ,,1,шт.,Рабочее,,,
434,Подставка металлическая,Для цветов в небольших горшках,2,https://imgur.com/PNYnEQH,Аренда/Доп.оборудование,,2,шт.,Рабочее,,,
435,Подушка на стулья ,"Тканевая,размер:40/40",336,https://imgur.com/fxjawFW,Аренда/Доп.оборудование,,336,шт.,Рабочее,,,
436,"Подушки Фосагро, зеленые",Декоративная с логотипом,9,https://imgur.com/f8fhBkw,Аренда/Декор ,,9,шт.,Рабочее,,,
438,Полотенце держатель,"Предназначен для бумажных полотенец,материа:металл-хром",2,https://imgur.com/ZlGpK2c,Аренда/Доп.оборудование,,2,шт.,Рабочее,,,
439,Помпоны черлидинга,"Это специальные аксессуары,которые используются для акцента в выступлениях и создания зрелещного эффекта.Комплект: 2шт , материал:бумага",3,https://imgur.com/2Qq6JJ9,Аренда/Декор ,,3,пара.,Рабочее,,,
440,Посох красной королевы,Материал:пластик.Состоит из 4 частей которые вставляются друг в друга,1,https://imgur.com/ZgSFpYl,Аренда/Декор ,,1,шт.,Имеются повреждения,,,
441,Предсказатель,"Интерактивное устройство 5 секунд-именно за это время,предсказатель просканирует вашу ладонь, и выдаст карточку с пророчеством.(карточки в комплект не входят, изготавливаются под каждое мероприятие индивидуально)",1,https://imgur.com/DTacOMM,Аренда/Аттракционы,,1,шт.,Рабочее,,,
444,Принтер CANON 613,"Внешнее устройство ЭВМ ,которое используется компьютерами и другими цифровыми устройствами для создания физических копий  цифровых  документов изображений или графики.(в комплекте нет картриджа)",1,https://imgur.com/eLWz74p,Техника и освещение/Оргтехника,,1,шт.,,,,
445,Принтер Canon PIXMA MG2540S цветной,"Внешнее устройство ЭВМ ,которое используется компьютерами и другими цифровыми устройствами для создания физических копий  цифровых  документов изображений или графики.(в комплекте нет картриджа)",1,https://imgur.com/undefined,Техника и освещение/Оргтехника,,1,шт.,,,,
446,Принтер HP DeskJet 2710 МФУ,"Внешнее устройство ЭВМ ,которое используется компьютерами и другими цифровыми устройствами для создания физических копий  цифровых  документов изображений или графики.(в комплекте нет картриджа)",1,https://imgur.com/kkXMi9b,Техника и освещение/Оргтехника,,1,шт.,,,,
447,Принтер HP M227 МФУ,"Внешнее устройство ЭВМ ,которое используется компьютерами и другими цифровыми устройствами для создания физических копий  цифровых  документов изображений или графики.(в комплекте нет картриджа)",1,https://imgur.com/F1xCWV9,Техника и освещение/Оргтехника,,1,шт.,,,,
449,Принтер pantum белый 2518,"Внешнее устройство ЭВМ ,которое используется компьютерами и другими цифровыми устройствами для создания физических копий  цифровых  документов изображений или графики.(в комплекте нет картриджа)",1,https://imgur.com/j9OFuHf,Техника и освещение/Оргтехника,,1,шт.,,,,
451,Принтер Pantum P2516 монохромный,"Внешнее устройство ЭВМ ,которое используется компьютерами и другими цифровыми устройствами для создания физических копий  цифровых  документов изображений или графики.(в комплекте нет картриджа)",1,https://imgur.com/vEKnFLi,Техника и освещение/Оргтехника,,1,шт.,,,,
452,Принтер Samsung М2020,"Внешнее устройство ЭВМ ,которое используется компьютерами и другими цифровыми устройствами для создания физических копий  цифровых  документов изображений или графики.(в комплекте нет картриджа)",1,https://imgur.com/kyoWoNq,Техника и освещение/Оргтехника,,1,шт.,,,,
453,Прищепки декоративные,Дла декора и оформления.Материал:дерево,6,https://imgur.com/DTQu9cx,Аренда/Декор ,,6,шт.,Рабочее,,,
454,"Прищепки маленькие декор(розовые, черные)",Дла декора и оформления.Материал:дерево,70,https://imgur.com/s1dKPsT,Аренда/Декор ,,70,шт.,Рабочее,,,
455,Прожектор с подключением,,4,https://imgur.com/wPswRie,,,4,,,,,
456,Прожектор светодиодный 30W,,1,https://imgur.com/kJRNuki,,,1,,,,,
457,Противогаз гражданский ГП-5,"Предназначен для защиты органов дыхания, глаз и лица человека от отравляющих веществ,может использоваться для декора",9,https://imgur.com/llctXq2,Аренда/Доп.оборудование,,9,шт.,Имеются повреждения,,,
459,Пуховик белый,Одежа менеджеров и персонала в зимний период,2,https://imgur.com/vvCEiZt,Текстиль/Форма менеджеров,,2,шт.,Требуется химчистка,,,
462,Розетки,,1,https://imgur.com/ggYtIb9,,,1,,,,,
463,Разноцветное наполнение аквариума,"Декоративные ракушки, разноцветные  камушки, для декора аквариума или наполнение стеклянных прозрачных ваз",1,https://imgur.com/Pr0oCn7,Аренда/Декор ,,1,компл.,Рабочее,,,
464,Ракетки в бадминтон,Игровые мячи в комплект не входят,18,https://imgur.com/GSvrjIT,Аренда/Аттракционы,,18,пара.,Рабочее,,,
465,Ракетки настольного тенниса,Игровые мячи в комплект не входят,6,https://imgur.com/soBwbdw,Аренда/Аттракционы,,6,пара.,Имеются повреждения,,,
466,Рамки ,"Размер А3, могут использоваться для фотографии и грамот",1,https://imgur.com/2OJ7icC,Аренда/Доп.оборудование,,1,шт.,Рабочее,,,
467,Рамки ,"Размер А4, могут использоваться для фотографии и грамот",12,https://imgur.com/YFuPPpd,Аренда/Доп.оборудование,,12,шт.,Рабочее,,,
469,Раскраски,Для раскрашивания различных композиций,1,https://imgur.com/JgeWa0V,Аренда/Аттракционы,,1,шт.,Рабочее,,,
470,Рации новые,"Портативный приемопередатчик который предназначен для общения группы людей,находящиеся на удаленном расстоянии друг от друга",18,https://imgur.com/Oupt2wD,Аренда/Доп.оборудование,,18,шт.,Рабочее,,,
471,Рация персональная с зарядной станцией,"Портативный приемопередатчик который предназначен для общения группы людей,находящиеся на удаленном расстоянии друг от друга в комплект входит зарядная станция работающая от сети",14,https://imgur.com/v3zdwRQ,Аренда/Доп.оборудование,,14,компл.,,,,
472,Рейл большой хромированный,Предназначен для временного хранения верхней одежды на плечики-вешалки(плечики в комплект не входят),1,https://imgur.com/svlOoIv,Аренда/Доп.оборудование,,1,шт.,Рабочее,,,
473,Рейл для одежды белый,Предназначен для временного хранения верхней одежды на плечики-вешалки(плечики в комплект не входят),2,https://imgur.com/07GgBDs,Аренда/Доп.оборудование,,2,шт.,Рабочее,,,
474,Рейл для одежды чёрный,Предназначен для временного хранения верхней одежды на плечики-вешалки(плечики в комплект не входят),2,https://imgur.com/1IpKmyU,Аренда/Доп.оборудование,,2,шт.,Рабочее,,,
475,Стяжной ремень,"Приспособление для надежной фиксации и крепления грузов, которое обеспечивает их безопасную транспортировку или хранение",4,https://imgur.com/luFA4Qu,Инструменты/Ручной инструмент,,4,шт.,Рабочее,,,
476,Ресепшен GREENKO,"Размер: высота 110, глубина 50 ,длина 80.Материал:ЛДСП",1,https://imgur.com/dWhyZry,Аренда/Стойки ресепшн,,1,,,,,
477,Ресепшн 100/50/122,,2,https://imgur.com/vLqKNSj,Аренда/Стойки ресепшн,,2,,,,,
478,Ресепшн 11.120/70/110,,1,https://imgur.com/84iV8ee,Аренда/Стойки ресепшн,,1,,,,,
479,"Ресепшн 111,5/39/147",,1,https://imgur.com/bbh1q2y,Аренда/Стойки ресепшн,,1,,,,,
480,Ресепшн 13.130/60/109,,1,https://imgur.com/ityQWBz,Аренда/Стойки ресепшн,,1,,,,,
481,Ресепшн 140/140/100,,1,https://imgur.com/J7Jhmo3,Аренда/Стойки ресепшн,,1,,,,,
482,Ресепшн 15 2000/60/110,,1,https://imgur.com/tDCm06v,Аренда/Стойки ресепшн,,1,,,,,
483,Ресепшн 70/40/112,,1,https://imgur.com/9vjRrxm,Аренда/Стойки ресепшн,,1,,,,,
484,Ресепшн 80/50/110,,1,https://imgur.com/XXBRZss,,,1,,,,,
485,Ресепшн 80/50/110,,1,https://imgur.com/4X7hGBs,,,1,,,,,
486,Ресепшн 9.90/40/75,,1,https://imgur.com/xccR9tT,,,1,,,,,
487,Ресепшн Август 198/61/111,,2,https://imgur.com/WNPn15F,,,2,,,,,
488,Ресепшн АГРО ЭКСПЕРТ ГРУП,"Размер:высота 110,глубина 60, длина 200.Материал:ЛДСП",1,https://imgur.com/pzhGsEw,,,1,,,,,
489,Ресепшн Поле РФ,"Размер:высота 109,глубина 60, длина 200.Материал:ЛДСП",1,https://imgur.com/tyEU91y,,,1,,,,,
490,Ресепшн ФОСАГРО,"Размер:высота 100,глубина 40, длина 140.Материал:ЛДСП",1,https://imgur.com/G132Aht,,,1,,,,,
491,Ресепшн Фреш Бар,"Ресепшн фреш бар,размер: высота 117см,длинна 186см,глубина63см,материал:ЛДСП",1,https://imgur.com/STVwZFg,,,1,,,,,
492,Ресепшн Центр Экспертизы,,1,https://imgur.com/yruUejg,,,1,,,,,
493,Ресепшн Avgust,,2,https://imgur.com/uKX59nD,,,2,,,,,
494,Ретро гирлянда 12 м,"Вид осветительных приборов, используется как внутри помещения, так и  различных объектов снаружи.Представляет собой шнур с патронами, в которых устанавливаются классические варианты ламп накаливания(лампочка Е12,в комплект не входит) . Популярны в оформлении свадебных шатров,фотозон на природе,беседок и веранд.",4,https://imgur.com/IDKaG5F,Аренда/Техника и освещение,,4,компл.,Рабочее,,,
495,Ретро гирлянда 15 м,"Вид осветительных приборов, используется как внутри помещения, так и  различных объектов снаружи.Представляет собой шнур с патронами, в которых устанавливаются классические варианты ламп накаливания(лампочка Е12,вхдит в комплект) . Популярны в оформлении свадебных шатров,фотозон на природе,беседок и веранд.",10,https://imgur.com/IDKaG5F,Аренда/Техника и освещение,,10,компл.,Рабочее,,,
496,"Ролл-ап ""прямоугольник""","Раздвижной рекламный стенд.Он состоит из легкого алюминиевого каркаса,на который крепится банер с рекламной информацией.",11,https://imgur.com/bMefmIC,,,11,,,,,
497,Ролл-ап Миравис,"Раздвижной рекламный стенд.Он состоит из легкого алюминиевого каркаса,на который крепится банер с рекламной информацией.",3,https://imgur.com/emZNe7d,,,3,,,,,
498,Рубашки черные,Одежда для менеджеров и персонала,4,https://imgur.com/mZYaQ9p,Текстиль/Форма менеджеров,,4,шт.,Рабочее,,,
499,Рулетка компактная,,2,https://imgur.com/RdscnFU,,,2,,,,,
500,Рулетка с автостопом,,1,https://imgur.com/dk4D72Q,,,1,,,,,
501,Рулетка с нейлоновым покрытием,,1,https://imgur.com/2VkEtl1,,,1,,,,,
502,Русское лото,"Настольная игра,в которой ведущий вслепую тянет бочонки из мешка, объявляет числа, а участники закрывают их фишками на своих  карточках с таблицами.Комплектация :карточки с числами, ,бочонки с числами,мешочек,фишки,коробка с содержимом",2,https://imgur.com/IjlBX77,Аренда/Аттракционы,,2,компл.,Рабочее,,,
503,Ручки для светящихся шаров зеленая,"Аксессуар для детских праздников, На конце  ручки есть светодиодный провод, работает от батареек АА 3шт(в комплект батарейки не входят),",210,https://imgur.com/4piQkYV,Аренда/Доп.оборудование,,210,шт.,Рабочее,,,
504,Ручки для светящихся шаров красные,"Аксессуар для детских праздников, На конце  ручки есть светодиодная проволка, работает от батареек АА(в комплект батарейки не входят),",124,https://imgur.com/gYzFnuB,Аренда/Доп.оборудование,,124,шт.,Рабочее,,,
